City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,canubing no 2,13.35,121.1333,28.94,76,67,3.3,PH,1708230422
363,liepaja,56.5419,21.0367,-0.01,69,20,1.54,LV,1708230422
364,susanville,40.4163,-120.653,3.91,91,100,2.06,US,1708230423
365,lubango,-14.9172,13.4925,16.92,94,20,0.0,AO,1708230423
366,chibougamau,49.9168,-74.3659,-26.21,76,0,1.03,CA,1708230424
367,howard springs,-12.497,131.047,33.32,78,76,5.27,AU,1708230425
368,sungailiat,-1.85,106.1333,29.77,67,95,3.6,ID,1708230425
369,aleg,17.0481,-13.9209,25.9,11,32,4.73,MR,1708230426
370,mount gambier,-37.8333,140.7667,24.47,39,100,3.74,AU,1708230426
371,villa ojo de agua,-29.5,-63.6938,21.63,53,71,4.05,AR,1708230427
372,haiku-pauwela,20.9219,-156.3051,21.13,70,20,5.66,US,1708230427
373,alofi,-19.0595,-169.9187,28.94,61,63,7.72,NU,1708230428
374,mount pleasant,32.7941,-79.8626,11.12,57,40,3.6,US,1708230428
375,mokhsogollokh,61.4681,128.9203,-29.03,89,100,3.64,RU,1708230429
376,whangarei,-35.7317,174.3239,23.02,54,100,1.47,NZ,1708230429
377,tangalle,6.024,80.7911,30.09,64,44,4.53,LK,1708230429
378,asikkala,61.2167,25.5,-7.82,88,6,5.24,FI,1708230430
379,hobyo,5.3505,48.5268,26.2,71,88,7.26,SO,1708230431
380,ubari,26.5921,12.7805,12.5,29,34,5.76,LY,1708230431
381,dunedin,-45.8742,170.5036,22.51,50,9,3.89,NZ,1708230332
382,juneau,58.3019,-134.4197,6.17,100,100,0.0,US,1708230432
383,conde,-7.2597,-34.9075,26.7,94,40,0.0,BR,1708230432
384,nova sintra,14.8667,-24.7167,20.8,80,0,9.9,CV,1708230433
385,san fernando de apure,7.8878,-67.4724,28.85,44,29,2.12,VE,1708230433
386,pointe-noire,-4.7761,11.8635,25.87,85,100,1.65,CG,1708230434
387,papao,-17.75,-149.55,29.82,80,97,9.07,PF,1708230434
388,obock,12.25,43.0833,20.16,86,56,6.0,DJ,1708230435
389,pangai,-19.8,-174.35,27.22,71,14,9.47,TO,1708230436
390,crane,31.3974,-102.3501,3.16,39,49,3.71,US,1708230436
391,corralillo,22.9819,-80.5856,22.08,90,45,3.7,CU,1708230437
392,nurota,40.5614,65.6886,-1.76,97,100,0.16,UZ,1708230253
393,baiao,-2.7906,-49.6717,23.38,99,65,1.04,BR,1708230437
394,la passe,45.5549,-0.8967,7.21,86,100,2.05,FR,1708230438
395,nsanje,-16.92,35.262,23.65,97,74,1.47,MW,1708230439
396,cranbrook,49.4999,-115.7688,-12.09,79,20,2.57,CA,1708230440
397,rovaniemi,66.5,25.7167,-8.33,79,0,5.14,FI,1708230440
398,betio village,1.358,172.9211,31.02,80,98,6.41,KI,1708230440
399,vila franca do campo,37.7167,-25.4333,18.27,99,100,1.54,PT,1708230441
400,yuzhno-kurilsk,44.0306,145.8556,-0.35,78,7,6.74,RU,1708230441
401,klyuchi,52.2667,79.1667,-21.59,93,100,2.71,RU,1708230442
402,kamaishi,39.2667,141.8833,11.8,57,11,4.2,JP,1708230442
403,oyama,36.3,139.8,15.19,50,44,3.1,JP,1708230443
404,khawr fakkan,25.3313,56.342,28.03,59,11,5.95,AE,1708230443
405,kita,13.0349,-9.4895,23.04,13,1,2.24,ML,1708230443
406,okhotsk,59.3833,143.3,-19.21,88,100,2.43,RU,1708230444
407,uttaradit,17.6667,100.5,31.19,39,100,2.47,TH,1708230444
408,el porvenir,13.7617,-87.3458,21.53,76,4,0.63,HN,1708230445
409,tazacorte,28.629,-17.9293,21.19,54,100,8.75,ES,1708230445
410,kalanchak,46.2562,33.2907,-0.23,86,58,0.38,UA,1708230446
411,cabedelo,-6.9811,-34.8339,27.37,83,11,3.0,BR,1708230446
412,midvagur,62.0511,-7.1939,6.46,100,100,3.6,FO,1708230447
413,el abiodh sidi cheikh,32.893,0.5484,9.97,70,94,9.46,DZ,1708230447
414,conceicao da barra,-18.5933,-39.7322,23.62,96,85,1.93,BR,1708230447
415,dolores,-36.3132,-57.6792,18.71,96,0,2.39,AR,1708230283
416,ma'an,26.9775,110.7211,23.77,59,39,1.97,CN,1708230449
417,bathsheba,13.2167,-59.5167,26.34,73,40,7.72,BB,1708230449
418,cidade velha,14.9167,-23.6167,22.26,78,0,7.2,CV,1708230450
419,manta,-0.95,-80.7333,26.88,83,75,6.71,EC,1708230450
420,macomb,40.4592,-90.6718,-5.65,68,0,9.26,US,1708230450
421,copala,16.65,-98.9833,22.35,66,100,1.49,MX,1708230451
422,kushiro,42.975,144.3747,0.53,74,20,6.69,JP,1708230451
423,tsiombe,-25.3,45.4833,24.69,82,45,7.98,MG,1708230452
424,taltal,-25.4,-70.4833,20.38,83,68,1.03,CL,1708230452
425,mejit,10.2753,170.8646,26.72,82,38,7.73,MH,1708230453
426,saint-tropez,43.2693,6.6398,11.66,69,5,1.54,FR,1708230453
427,chemolgan,43.1897,76.5292,-18.19,80,100,0.35,KZ,1708230454
428,port saint john's,-31.6229,29.5448,20.13,89,100,0.59,ZA,1708230454
429,porto cristo,39.5395,3.333,10.73,88,0,4.55,ES,1708230455
430,mafinga,-7.25,35.0667,19.59,95,100,1.02,TZ,1708230455
431,nogliki,51.8333,143.1667,-3.7,93,100,2.24,RU,1708230456
432,sao joao del rei,-21.1356,-44.2617,18.15,96,58,1.25,BR,1708230456
433,phan rang-thap cham,11.5667,108.9833,31.08,50,16,4.52,VN,1708230456
434,kone,-21.0595,164.8658,29.17,61,82,3.03,NC,1708230457
435,nzega,-2.479,29.5564,13.7,91,99,1.93,RW,1708230457
436,pacific grove,36.6177,-121.9166,14.65,86,100,8.94,US,1708230458
437,pemangkat,1.1667,108.9667,28.13,76,98,1.67,ID,1708230458
438,kincardine,56.0667,-3.7167,10.31,88,100,3.56,GB,1708230459
439,tralee,52.2704,-9.7026,9.92,95,67,2.15,IE,1708230459
440,constantia,44.1833,28.65,3.38,86,92,1.22,RO,1708230460
441,kayangel,8.0823,134.7173,27.41,80,76,8.5,PW,1708230460
442,mayya,61.7333,130.2811,-32.05,91,100,3.54,RU,1708230461
443,aitape,-3.1374,142.3475,30.05,70,92,3.05,PG,1708230461
444,codrington,-38.2667,141.9667,21.63,51,86,4.81,AU,1708230461
445,saint-philippe,-21.3585,55.7679,27.77,82,95,7.48,RE,1708230462
446,sinabang,2.4803,96.3801,28.2,81,99,4.13,ID,1708230463
447,severo-yeniseyskiy,60.3725,93.0408,-28.01,95,93,0.45,RU,1708230464
448,tiruvallur,13.15,79.9167,27.8,59,81,1.85,IN,1708230464
449,villa madero,19.4,-101.2667,9.5,79,69,0.67,MX,1708230464
450,namsos,64.4662,11.4957,2.03,93,100,2.57,NO,1708230465
451,guerrero negro,27.9769,-114.0611,15.7,82,19,6.78,MX,1708230465
452,ad dabbah,18.05,30.95,13.7,32,15,4.05,SD,1708230466
453,pitkyaranta,61.5734,31.4792,-4.16,86,97,6.57,RU,1708230466
454,boras,57.721,12.9401,-0.95,71,100,2.83,SE,1708230466
455,tateyama,34.9833,139.8667,15.04,62,90,2.89,JP,1708230467
456,port huron,42.9709,-82.4249,-5.87,63,100,6.69,US,1708230468
457,phetchaburi,12.9667,99.5833,33.27,43,74,2.05,TH,1708230469
458,lichtenau,51.6167,8.9,7.1,89,67,2.47,DE,1708230469
459,broken hill,-31.95,141.4333,35.92,14,4,3.38,AU,1708230469
460,uray,60.1247,64.7758,-22.8,99,45,3.39,RU,1708230470
461,celestun,20.8667,-90.4,23.33,91,70,4.44,MX,1708230470
462,srinagar,34.0833,74.8167,5.19,91,100,0.98,IN,1708230471
463,kijang,35.2442,129.2139,12.85,79,59,4.3,KR,1708230471
464,pultusk,52.7025,21.0828,3.15,83,100,3.11,PL,1708230472
465,kalmunai,7.4167,81.8167,27.49,73,81,4.92,LK,1708230472
466,soanierana ivongo,-16.9167,49.5833,25.72,91,99,3.3,MG,1708230472
467,pratapgarh,24.0333,74.7833,24.24,20,0,1.03,IN,1708230473
468,uribia,11.7139,-72.266,26.87,67,1,4.57,CO,1708230473
469,verdun,49.25,5.3333,5.45,89,100,1.3,FR,1708230474
470,porto seguro,-16.4497,-39.0647,24.29,88,100,3.6,BR,1708230474
471,ar rutbah,33.0381,40.2848,7.35,89,14,3.69,IQ,1708230475
472,sokoni,-6.4333,39.55,28.34,79,96,4.73,TZ,1708230475
473,mugia,43.1041,-9.2179,12.73,91,100,2.65,ES,1708230475
474,mahanoro,-19.9,48.8,25.28,91,100,4.52,MG,1708230476
475,am timan,11.0297,20.2827,22.82,25,59,2.85,TD,1708230476
476,inarajan village,13.2736,144.7484,30.55,82,26,6.36,GU,1708230477
477,kayyerkan,69.3786,87.7439,-24.84,69,100,3.94,RU,1708230477
478,shimoda,34.6667,138.95,16.2,74,88,3.36,JP,1708230477
479,san angelo,31.4638,-100.437,1.12,65,0,5.14,US,1708230227
480,zaysan,47.4667,84.8667,-26.9,94,72,1.17,KZ,1708230478
481,newman,37.3138,-121.0208,13.13,90,96,2.24,US,1708230479
482,majene,-3.5403,118.9707,28.43,70,100,0.5,ID,1708230479
483,kozel'sk,54.0375,35.7716,0.96,99,100,5.18,RU,1708230480
484,springbok,-29.6643,17.8865,15.54,36,0,1.94,ZA,1708230480
485,pudozh,61.8099,36.5345,-7.25,89,87,4.02,RU,1708230480
486,cadale,2.7603,46.3222,26.31,77,26,7.48,SO,1708230481
487,rawson,-43.3002,-65.1023,16.95,58,0,4.4,AR,1708230481
488,castillos,-34.1667,-53.8333,21.76,97,16,2.99,UY,1708230482
489,diu,20.7141,70.9822,26.91,38,7,1.93,IN,1708230482
490,plastun,44.7561,136.2939,5.91,71,53,2.51,RU,1708230482
491,correntina,-13.3433,-44.6367,21.09,89,94,1.15,BR,1708230483
492,beloslav,43.1833,27.7,3.06,87,100,2.57,BG,1708230484
493,gwadar,25.1216,62.3254,23.47,69,26,5.73,PK,1708230484
494,bowen,-20.0167,148.2333,29.61,65,100,8.06,AU,1708230484
495,santa maria,-29.6842,-53.8069,20.04,97,1,2.92,BR,1708230485
496,rodino,52.5,80.25,-21.32,94,100,2.22,RU,1708230485
497,kilju,40.9642,129.3278,8.33,56,13,2.17,KP,1708230486
498,new norfolk,-42.7826,147.0587,25.95,35,11,4.92,AU,1708230486
499,sao joao da barra,-21.6403,-41.0511,23.89,90,87,2.01,BR,1708230487
500,al ghayzah,16.2079,52.176,23.02,73,16,0.76,YE,1708230488
501,dongguan,23.0489,113.7447,24.95,52,87,6.06,CN,1708230488
502,bada,51.392,109.8717,-24.5,79,100,5.36,RU,1708230489
503,xaltianguis,17.0667,-99.8333,19.73,89,95,1.58,MX,1708230489
504,khilok,51.3674,110.4676,-24.56,78,100,5.3,RU,1708230490
505,nuuk,64.1835,-51.7216,4.34,65,75,9.26,GL,1708230490
506,enoch,37.7733,-113.0244,4.15,69,100,1.54,US,1708230440
507,dunay,42.8803,132.3375,7.07,90,25,6.77,RU,1708230491
508,misratah,32.3754,15.0925,16.02,74,100,5.73,LY,1708230491
509,phang nga,8.4509,98.5298,31.02,41,79,2.12,TH,1708230492
510,yala,6.3333,101.25,32.11,52,99,2.16,TH,1708230492
511,natal,-5.795,-35.2094,27.12,89,20,2.06,BR,1708230493
512,pavlikeni,43.2428,25.3219,-4.43,84,6,1.42,BG,1708230493
513,shihezi,44.3,86.0333,-22.41,93,100,1.3,CN,1708230494
514,wanning,18.8003,110.3967,25.66,70,44,6.22,CN,1708230494
515,tianpeng,30.9866,103.9393,17.26,47,0,2.05,CN,1708230494
516,edson,53.5835,-116.4356,-4.92,50,0,3.09,CA,1708230495
517,kharkhorin,47.1975,102.8238,-24.71,88,94,0.74,MN,1708230495
518,fort morgan,40.2503,-103.8,-5.32,86,0,5.14,US,1708230496
519,kegen,43.0197,79.2203,-18.19,78,99,1.78,KZ,1708230496
520,imbituva,-25.23,-50.6044,16.3,99,77,0.82,BR,1708230483
521,kirakira,-10.4544,161.9205,30.41,75,95,3.27,SB,1708230498
522,contamana,-7.3333,-75.0167,24.08,95,97,0.58,PE,1708230498
523,manismata,-2.4667,111.0333,29.3,79,65,1.13,ID,1708230499
524,mokhotlong,-29.2894,29.0675,11.17,41,0,1.39,LS,1708230499
525,kill devil hills,36.0307,-75.676,4.99,61,100,3.09,US,1708230500
526,kununurra,-15.7667,128.7333,35.99,63,40,3.09,AU,1708230500
527,hammerfest,70.6634,23.6821,-1.75,86,75,2.06,NO,1708230500
528,afif,23.9065,42.9172,11.5,43,2,3.09,SA,1708230501
529,porto novo,6.4965,2.6036,27.9,86,100,2.15,BJ,1708230501
530,sotouboua,8.5667,0.9833,25.44,37,99,0.36,TG,1708230502
531,kyren,51.6828,102.1408,-22.81,84,100,0.45,RU,1708230502
532,sao vicente,-23.9631,-46.3919,26.1,26,7,1.38,BR,1708230217
533,qaisumah,28.3112,46.1273,9.98,81,0,1.54,SA,1708230503
534,kievka,50.2619,71.5514,-28.86,98,31,1.33,KZ,1708230504
535,campbell river,50.0163,-125.2446,5.74,87,100,2.57,CA,1708230504
536,batang,-6.4846,110.7083,29.37,73,84,2.37,ID,1708230504
537,port blair,11.6667,92.75,30.02,62,67,5.66,IN,1708230505
538,grand falls-windsor,48.9332,-55.6649,-13.55,98,84,1.45,CA,1708230505
539,callao,-12.0667,-77.15,25.95,78,0,5.66,PE,1708230506
540,polyarnyy,69.1989,33.4478,-0.74,69,100,14.13,RU,1708230506
541,dar es salaam,-6.8235,39.2695,27.45,83,90,2.63,TZ,1708230240
542,pimentel,-6.8367,-79.9342,26.16,73,40,6.69,PE,1708230507
543,revda,56.801,59.9303,-15.96,82,10,2.95,RU,1708230508
544,linqu,36.5156,118.5397,11.64,85,100,3.21,CN,1708230508
545,nizhneudinsk,54.9076,99.0276,-21.23,80,100,0.83,RU,1708230508
546,kukawa,12.9234,13.5606,20.09,47,99,4.22,NG,1708230509
547,la sarre,48.8002,-79.1996,-15.41,93,100,4.25,CA,1708230509
548,thinadhoo,0.5333,72.9333,27.41,82,100,8.37,MV,1708230510
549,shaoguan,24.8,113.5833,23.87,21,100,4.35,CN,1708230510
550,kenora,49.8167,-94.4337,-5.46,73,20,5.14,CA,1708230511
551,port douglas,-16.4833,145.4667,28.22,79,100,5.65,AU,1708230511
552,sovetskaya gavan',48.9723,140.2878,2.84,82,100,1.6,RU,1708230512
553,santa vitoria do palmar,-33.5189,-53.3681,22.71,94,49,3.73,BR,1708230512
554,tanquian de escobedo,21.6167,-98.6333,12.8,91,100,4.79,MX,1708230513
555,sergeyevka,53.88,67.4158,-29.51,100,49,1.69,KZ,1708230514
556,rosarito,32.3333,-117.0333,13.01,79,100,2.46,MX,1708230324
557,paghman,34.5875,68.9533,1.03,98,100,1.83,AF,1708230514
558,halmstad,56.6745,12.8568,1.68,74,100,3.09,SE,1708230515
559,priozersk,61.0393,30.1291,-3.84,77,99,6.03,RU,1708230515
560,sabang,5.8933,95.3214,28.18,77,73,8.39,ID,1708230516
561,batangafo,7.3008,18.2833,22.1,26,100,1.26,CF,1708230517
562,ataq,14.5377,46.8319,20.15,58,17,2.37,YE,1708230517
563,aplahoue,6.9333,1.6833,26.09,85,92,1.95,BJ,1708230518
564,san andres,12.5847,-81.7006,28.01,78,20,3.6,CO,1708230518
